registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,864,Osenia Fashion Apparels,28-08-2006,"2,500/-",,,,,,,,,0,none
Ba: Bo:,863,Osenia Fashion Apparels,21-08-2006,"2,500/-",,,,,,,,,0,none
Ba: Bo:,867,Vatex Palokton Dyeing Ltd.,30-11--0001,"6,000/-",,,,,,,,,0,none
Ba: Bo:,866,Standard Garments Ind. Ltd.,15-08-2006,"2,500/-",,,,,,,,,0,none
Ba: Bo:,868,Messures Knittex Dyeing & Printing Ltd.,08-11-2003,"6,000/-",,,,,,,,,0,none
Ba: Bo:,869,Bogra Fabrics (P.) Ltd.,03-09-2004,"3,500/-",,,,,,,,,0,none
Ba: Bo:,871,Messures Premiure Dyeing & Calendering Ltd.,25-10-2017,"5,000/-",,,,,,,,,0,none
Ba: Bo:,872,Messures Shapla Scrin & Dyeing Printers,23-09-2022,"4,500/-",,,,,,,,,0,none
Ba: Bo:,873,Chowdhury Knit Wire Ltd.,15-09-2006,"4,500/-",,,,,,,,,0,none
Ba: Bo:,874,Aparupa Textile Mills Ltd.,09-08-2004,"4,500/-",,,,,,,,,0,none
Ba: Bo:,877,Messures Phonics Textile Mills Ltd.,07-10-2005,"6,500/-",,,,,,,,,0,none
Ba: Bo:,878,Messures Khalek Knitting & Garments Ind. (P.) Ltd.,25-10-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,880,Bombay Dyeing Printing & Finishing Ind. Ltd.,17-11-2005,"3,500/-",,,,,,,,,0,none
Ba: Bo:,879,Messures Khalek Knitting & Garments Ind. (P.) Ltd.,07-10-2009,"5,000/-",,,,,,,,,0,none
Ba: Bo:,881,Messures Well Sweaters Ltd.,08-10-2013,"2,500/-",,,,,,,,,0,none
Ba: Bo:,883,Messures Osman Textile Mills,26-10-2004,"5,000/-",,,,,,,,,0,none
Ba: Bo:,887,Unision Knit Wire Ltd.,14-12-2002,,,,,,,,,,0,none
Ba: Bo:,885,R. R. Fashion Ltd.,29-10-1999,"2,500/-",,,,,,,,,0,none
Ba: Bo:,886,A. N. Ashik Textiles Ltd.,10-10-1996,,,,,,,,,,0,none
Ba: Bo:,891,Ruposi Fabrics Complex (Pvt.) Ltd.,13-10-2003,"3,500/-",,,,,,,,,0,none
Ba: Bo:,892,Dandi Dyeing Ltd.,09-11-2011,"5,500/-",,,,,,,,,0,none
Ba: Bo:,893,Messures Dandi Dyeing Ltd.,09-11-2011,"6,000/-",,,,,,,,,0,none
Ba: Bo:,894,Messures Favorite Garments Ltd.,16-03-2020,"2,500/-",,,,,,,,,0,none
Ba: Bo:,895,Uttaran Garments Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,896,Messures Uttaran Garments Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,898,Messures Palmal Garments Ltd.,27-11-2002,"5,000/-",,,,,,,,,0,none
Ba: Bo:,897,Messures Uttaran Garments Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,900,Messures Sedlar Garments Ltd.,13-10-2012,"2,500/-",,,,,,,,,0,none
Ba: Bo:,902,New Arbi Textile Ind. Ltd.,29-10-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,901,Global Fabrics (Pvt.) Ltd.,18-05-2017,"5,000/-",,,,,,,,,0,none
Ba: Bo:,903,Surujjamal Textile Mills (Pvt.) Ltd.,07-11-1999,"2,500/-",,,,,,,,,0,none
Ba: Bo:,904,Pacific Knitting Co. Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,906,Messures Queens Apparels Ltd.,25-02-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,907,Royel Dresses International (Pvt.) Ltd.,11-11-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,908,Fariha Fashion Ltd.,08-05-2004,"6,000/-",,,,,,,,,0,none
Ba: Bo:,910,N.B. Apparels (Pvt.) Ltd.,13-12-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,912,Arabic Textile Mills Ltd.,28-12-2004,"3,500/-",,,,,,,,,0,none
Ba: Bo:,915,Ronson Knittings Ltd.,30-12-2010,"2,500/-",,,,,,,,,0,none
Ba: Bo:,917,Palmal Garments Washing Ltd.,22-12-1997,"5,000/-",,,,,,,,,0,none
Ba: Bo:,916,Khadiza Textile Processing & Printing Industries Ltd.,30-01-2006,"4,500/-",,,,,,,,,0,none
Ba: Bo:,918,Al Arafat Dyeing Printing & Processing Mill,19-12-1997,"4,500/-",,,,,,,,,0,none
Ba: Bo:,920,Messures Amzad Textile Mills Ltd.,20-12-1997,"4,500/-",,,,,,,,,0,none
Ba: Bo:,924,Far East Knitting & Dyeing Ind. Ltd.,20-12-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,922,Parash moni Textile Mills Ltd.,24-12-2004,"5,500/-",,,,,,,,,0,none
Ba: Bo:,926,Messures Arman Textile &  Hosiery Ltd.,30-12-2009,"6,000/-",,,,,,,,,0,none
Ba: Bo:,925,Far East Knitting & Dyeing Ind. Ltd.,20-12-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,930,Focus Fashions Ltd.,24-12-1999,"2,500/-",,,,,,,,,0,none
Ba: Bo:,932,Paradise Knitting & Dyeing Ltd.,05-12-1996,"4,500/-",,,,,,,,,0,none
Ba: Bo:,931,Al Salam Fabrics (Pvt.) Ltd.,14-07-2022,"5,500/-",,,,,,,,,0,none
Ba: Bo:,934,Century Knit Ware Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,936,Be Fashions Ltd.,26-09-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,937,Jodge Vuya Textile Mills,25-04-2016,"3,500/-",,,,,,,,,0,none
Ba: Bo:,938,M Bitom Garments Ltd.,21-11-2000,"3,500/-",,,,,,,,,0,none
Ba: Bo:,940,Apparels Export Ltd.,30-11--0001,,,,,,,,,,0,none
Ba: Bo:,941,Master Textile,30-11--0001,"3,500/-",,,,,,,,,0,none
Ba: Bo:,942,Asoyan Textile Mills Ltd.,30-01-2010,"4,500/-",,,,,,,,,0,none
Ba: Bo:,946,Venus Fashions Ltd.,29-12-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,945,Messures Focus Fashions Ltd.,24-12-1999,"2,500/-",,,,,,,,,0,none
Ba: Bo:,947,Venus Fashions Ltd.,29-12-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,948,Venus Fashions Ltd.,29-12-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,949,Venus Fashions Ltd.,29-12-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,950,Hazi Dyeing & Printing Mills,28-11-2002,"4,500/-",,,,,,,,,0,none
Ba: Bo:,951,Softex Cotton (Pvt.) Ltd. (Sweater Division),07-03-2012,"2,500/-",,,,,,,,,0,none
Ba: Bo:,952,Kazi Textile,17-01-1998,"4,500/-",,,,,,,,,0,none
Ba: Bo:,956,S.S. Dyeing & Finishing Ind. Ltd.,28-05-2019,"4,500/-",,,,,,,,,0,none
Ba: Bo:,957,A. F. M. Sweaters Ltd.,15-02-2003,"2,500/-",,,,,,,,,0,none
Ba: Bo:,958,Aparupa Garments Industries Ltd.,19-02-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,960,Aparupa Garments Industries Ltd.,19-02-1998,"4,500/-",,,,,,,,,0,none
Ba: Bo:,959,Sandiana Sweaters Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,961,Messures Aparupa Garments Industries,19-02-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,962,Messures Amena Fashion (P.) Ltd.,09-02-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,963,Messures Panna Textile Mills Ltd.,20-02-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,964,Aminance Fashion Ltd.,26-07-2009,"2,500/-",,,,,,,,,0,none
Ba: Bo:,965,Messures Korniya Dyeing  Ltd.,17-01-2005,"3,500/-",,,,,,,,,0,none
Ba: Bo:,966,Laxma Fashion Ltd.,19-02-2002,"2,500/-",,,,,,,,,0,none
Ba: Bo:,967,Jamaluddin Textile (Pvt.) Ltd.,21-02-2022,"4,500/-",,,,,,,,,0,none
Ba: Bo:,969,M/S R.A. Dyeing & Printing Industries (Pvt.) Ltd.,27-12-2018,"7,000/-",,,,,,,,,0,none
Ba: Bo:,968,Sama Knitware,27-02-2004,"6,000/-",,,,,,,,,0,none
Ba: Bo:,970,Switch Sweaters (Pvt.) Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,971,Unicom Textile Mills Ltd.,02-11-2022,"6,000/-",,,,,,,,,0,none
Ba: Bo:,974,Krishan Knitting Ltd.,04-01-2022,"2,500/-",,,,,,,,,0,none
Ba: Bo:,973,Lucent Apparels Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,976,Desin Knitts,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,977,Sonargaon textiles Ltd.,28-01-2022,"2,500/-",,,,,,,,,0,none
Ba: Bo:,978,Raiyat Sweaters Ltd.,26-09-2008,"2,500/-",,,,,,,,,0,none
Ba: Bo:,979,A. J. Dresses Ltd.,12-09-2019,"2,500/-",,,,,,,,,0,none
Ba: Bo:,981,Al Hamidi Textiles Ltd.,04-04-2022,"6,500/-",,,,,,,,,0,none
Ba: Bo:,980,Khaja Dyeing & Printing Works,24-03-2005,"4,500/-",,,,,,,,,0,none
Ba: Bo:,982,Apparel Profile Ltd. f,12-04-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,983,Jodge Vuya Textile Mills,19-04-2018,"4,500/-",,,,,,,,,0,none
Ba: Bo:,972,Unicom Textile Mills Ltd.,16-04-2015,"6,500/-",,,,,,,,,0,none
Ba: Bo:,985,Verture Apparels Ltd.,06-03-2008,"2,500/-",,,,,,,,,0,none
Ba: Bo:,986,Messures Delta Dyeing & Fabrics,30-04-2002,"6,000/-",,,,,,,,,0,none
Ba: Bo:,990,Valuka Superior Textile Mills Ltd.,07-04-1998,"4,500/-",,,,,,,,,0,none
Ba: Bo:,992,Sun Seeds Apparels Ltd.,17-04-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,991,Messures S B Sweaters Ltd.,25-12-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,993,Spartan Fashion Ltd.,17-01-2021,2500,,,,,,,,,0,none
Ba: Bo:,995,"M, S, Dyeing & Finishing",23-04-2006,"5,500/-",,,,,,,,,0,none
Ba: Bo:,994,The Chittagong Garments Ltd.,27-09-2005,"5,000/-",,,,,,,,,0,none
Ba: Bo:,996,Lina Textile Industries Ltd.,10-04-1997,"5,000/-",,,,,,,,,0,none
Ba: Bo:,997,James Sweaters (Pvt.) Ltd.,12-03-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,998,Fashion Trowsers Ltd.,05-05-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1000,Dhaka Sweaters Industries Ltd.,14-04-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1001,Unik Sweaters Industries Ltd.,20-01-2003,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1002,Messures Kalyndi Textile,03-06-2001,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1003,Messures Asia Dyeing & Printing Works,12-05-2002,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1004,"Messures B, Brothers Garments",27-05-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1005,"Messures B, Brothers Garments",27-05-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1007,Manoyara Dyeing & Processing Ind.,23-06-2005,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1009,Vega Sweaters (Pvt.) Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1010,Kujlaxmi Apparels Ltd.,27-04-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1011,"M, S, H, Garments",23-05-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1012,"M, S, H, Garments",23-05-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1013,Surjodoy Knitting Industries Ltd.,18-06-1997,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1014,N M Knitt Dyeing & Washing Ind.,14-12-2011,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1017,M/S MitaTextile,28-12-2019,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1018,Balaka Color Knit Dyeing (P.),18-05-2006,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1020,Saladin Garments Ltd.,30-06-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1021,Oli Knitting Fabrics Ltd.,22-05-2004,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1022,Fashion & Fabrics (P.) Ltd.,07-06-1999,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1023,Kuliarchar Sweater Industries Ltd.,14-05-2018,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1028,Dyanamic Textile Ind. Ltd.,30-11--0001,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1027,Narsingdi Seizing & Finishing Mills Ltd.,13-06-2011,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1026,The Padma Fabrics (P.) Ltd.,22-08-2017,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1032,Messures Ren Textile (P.) Ltd.,28-07-1998,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1031,G M Dyeing & Scrin Printing Ltd.,04-09-2025,3500,,,,,,,,,0,none
Ba: Bo:,1030,Purbani Fabrics Ltd.,03-06-2022,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1033,Goriong (Bangladesh) Textile Ltd.,09-07-2001,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1034,Beril Apparels (P.) Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1036,Florence Fabrics Ltd.,22-07-2011,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1035,A Mozid & Dyeing & Printing Works,23-03-2023,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1038,Oil Mart Ltd. (Textile Unit ) A-47/48,18-09-2022,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1039,Institutional Textile Mills Ltd.,22-07-2018,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1040,Neox Garments Ltd.,04-07-2009,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1043,Asian Garments,18-08-2016,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1045,Unity Dyeing & Garments (P.),07-07-2006,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1044,"G, S, Textile Industries",27-07-2001,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1046,Arbit Fashion Works Ltd.,10-06-2010,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1050,Chittagong Fashion Mellinium Textile Mills Ltd.,06-01-2023,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1053,"H, A, Dyeing",07-07-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1052,Sumsons Sweaters Ltd.,29-07-2011,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1051,Azim Mannan Garments Ltd.,19-05-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1054,Ampire Dyeing Ltd.,02-11-2022,6500,,,,,,,,,0,none
Ba: Bo:,1055,Barnali Textile & Printings,07-08-2004,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1062,Messures N M Khit Dyeing & Washing INdustries,30-11--0001,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1063,Messures Unitrade Fashions Ltd.,03-09-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1064,Messures Unitrade Fashions Ltd.,03-09-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1066,Messures Mahiuddin Textile,06-09-2000,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1068,Messures K. A. Textile Mills Ltd.,23-09-2001,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1065,Provati Dyeing & Scrin Printing Works Ltd.,25-09-2018,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1069,Jenira Textile Mills Ltd.,14-09-2006,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1072,Khaja Dyeing & Calendaring & Finishing Mills,08-08-2016,4500,,,,,,,,,0,none
Ba: Bo:,1070,Abed Textile Processing Mills Ltd.,18-08-2022,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1075,Sams Dresses Ltd.,01-10-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1074,Sams Dresses Ltd.,01-10-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1076,Padda Shatel Arabic Apparels Ltd.,27-09-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1077,Hollywood Fashion (P.) Ltd.,18-09-2008,,,,,,,,,,0,none
Ba: Bo:,1078,Messures Fabrico Washing Plant,04-09-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1080,Fashion Washing & Dying Ltd.,29-10-1997,,,,,,,,,,0,none
Ba: Bo:,1082,Messures Shreepur Textile Mills,23-10-2006,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1083,Dynesti Knit Fashions Ltd.,10-10-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1085,Cheri Flower Knitware Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1086,Cheri Flower Knitware Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1087,Rasel Washing Plant,29-08-2020,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1088,Kaolam Sweater Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1089,Apubo Dying & Finishing Mills (P.) Ltd.,25-10-2006,,,,,,,,,,0,none
Ba: Bo:,1090,New Age Garments Ltd.,19-10-2012,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1091,New Age Apparels Ltd.,11-12-1999,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1093,Milvitex (Dying & Finishing),26-09-1996,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1094,Lenny Fashions Ltd.,05-11-2017,3500,,,,,,,,,0,none
Ba: Bo:,1096,Asia Apparels Ltd.,02-06-1999,"7,000/-",,,,,,,,,0,none
Ba: Bo:,1095,Asia Apparels Ltd.,01-06-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1097,Chad Dying & Printing Mills,26-11-1997,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1099,Sinha Garments & Textile Ltd.,08-09-1998,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1103,Sea Sore Apparels Ltd.,05-05-2016,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1108,M/S. Sonargaon Textile Mfg. Corp. Ltd.,16-12-2000,"7,000/-",,,,,,,,,0,none
Ba: Bo:,1107,Daffodil Washing Plat Ltld.,29-11-1999,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1110,Convince Apparels Ltd.,15-03-2022,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1111,Messures Ark Washing Ltd.,29-12-2016,4500,,,,,,,,,0,none
Ba: Bo:,1112,Messures Ateun Garments Ltd.,02-12-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1114,Messures Ateun Garments Ltd.,02-12-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1113,Messures Ateun Garments Ltd.,02-12-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1115,Messures Ateun Garments Ltd.,02-12-1997,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1116,Modern Garments Washing Plant,30-11--0001,,,,,,,,,,0,none
Ba: Bo:,1120,Messures Holy Fabrics,21-12-2005,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1121,Sparro Apparels Ltd.,03-01-2021,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1132,Peninsula Garments Ltd.,24-08-1997,,,,,,,,,,0,none
Ba: Bo:,1133,Sun Flower Garments Ltd.,21-09-2011,,,,,,,,,,0,none
Ba: Bo:,1137,Rally Textile Mills Ltd.,15-05-2005,"3,500/-",,,,,,,,,0,none
Ba: Bo:,1138,Abir Knitting Textile & Garments Ind. (P.) Ltd.,24-01-2009,"5,500/-",,,,,,,,,0,none
Ba: Bo:,1141,Tonni Knitware Ltd.,24-04-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1142,Chittagong Knitwares (P.) Ltd.,11-04-2011,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1143,Yakub Garments Ltd.,16-08-2017,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1145,Delta Fashions Industries Ltd.,24-04-2001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1144,Delta Fashions Industries Ltd.,10-01-2012,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1148,Laxma Fashion Ltd.,12-03-2002,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1147,The Sinfa Knitts,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1150,Precission Kniting Systems Ltd.,12-04-2012,"6,000/-",,,,,,,,,0,none
Ba: Bo:,1153,Al-Hamd Textile Mills Ltd.,30-11--0001,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1151,Bess Textile Ltd.,16-02-2022,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1152,Klaston Apparels & Textiles Ltd.,24-01-2002,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1156,Messures Young One Sports Wear Ltd.,24-05-2002,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1154,Rainbo Dying & Finishing Mills (P.) Ltd.,10-06-2009,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1159,Ha-Meem Washing Plaut,18-02-2005,"5,500/-",,,,,,,,,0,none
Ba: Bo:,1161,Messures Dhaka Textile Mills,25-05-2006,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1162,Haris Dying & Knited Fabrics Ltd.,30-11--0001,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1163,Euta Apparels Ltd.,07-06-2000,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1164,Euro Bangla Sweaters Ltd.,30-01-2004,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1167,Saint Garments Ltd.,22-06-2012,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1169,A R M Washing Ltd .,09-06-2012,"4,500/-",,,,,,,,,0,none
Ba: Bo:,1168,Anjali Textile Mills,05-01-2002,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1172,A. G. Textile Mills Ltd.,16-03-2007,"5,000/-",,,,,,,,,0,none
Ba: Bo:,1173,Apex Weaving & Finishing Mills Ltd.,14-06-2021,5500,,,,,,,,,0,none
Ba: Bo:,1171,International Fashion & Fair,12-06-2005,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1174,Apex Weaving & Finishing Mills Ltd.,14-06-2021,"6,500/-",,,,,,,,,0,none
Ba: Bo:,1176,Messures Momin Textile,20-02-2019,4500,,,,,,,,,0,none
Ba: Bo:,1179,V- Mark Fashion (P.) Ltd.,05-07-1998,,,,,,,,,,0,none
Ba: Bo:,1180,V- Mark Fashion (P.) Ltd.,05-07-1998,,,,,,,,,,0,none
Ba: Bo:,1182,Fabric Washing Plant,17-06-2015,,,,,,,,,,0,none
Ba: Bo:,1185,Mohammadi Washing Dying & Garments Factory,19-06-1998,,,,,,,,,,0,none
Ba: Bo:,1184,Mohammadi Washing Dying & Garments,19-06-1998,,,,,,,,,,0,none
Ba: Bo:,1186,Oyega FAshion Sweater (P.) Ltd.,08-07-2002,"2,500/-",,,,,,,,,0,none
Ba: Bo:,1190,Garden Textile Mills (P.) Ltd.,02-06-2019,5000,,,,,,,,,0,none
Ba: Bo:,1189,Fabric Fair Dying & Printing Mills,04-04-2006,5500,,,,,,,,,0,none
Ba: Bo:,1193,Nur Dying & Printing Works,24-06-1999,5500,,,,,,,,,0,none
Ba: Bo:,1192,Padma Polycotton Knit Fabrics Ltd.,23-06-2012,7000,,,,,,,,,0,none
Ba: Bo:,1194,Ideal Textile Mills Ltd.,02-06-1998,7000,,,,,,,,,0,none
Ba: Bo:,1195,Bilasi Textile Ind. (P.) Ltd.,02-07-1998,3500,,,,,,,,,0,none
Ba: Bo:,1196,Bangladesh Dying & Finishing Industries Ltd.,11-07-2001,2500,,,,,,,,,0,none
Ba: Bo:,1198,Messures Amin Dying & Kniting Mills,11-07-2011,6000,,,,,,,,,0,none
Ba: Bo:,1199,Evergreen TExtiles Ltd.,23-07-2007,6500,,,,,,,,,0,none
Ba: Bo:,1201,Nisa Sweater Ltd.,16-07-2009,2500,,,,,,,,,0,none
Ba: Bo:,1200,Rupaly Dying & Printing,18-04-2012,3500,,,,,,,,,0,none
Ba: Bo:,1202,Anjel Fabrics Pvt. Ltd.,30-11--0001,3500,,,,,,,,,0,none
Ba: Bo:,1204,E-Tapar Fashion,12-05-2009,2500,,,,,,,,,0,none
Ba: Bo:,1205,Messures Hamid Fashion Ltd.,18-06-2002,2500,,,,,,,,,0,none
Ba: Bo:,1206,Mahmuda Textile & Processing Ltd.,19-07-2006,4500,,,,,,,,,0,none
Ba: Bo:,1207,Sikotex Fabrics Ltd.,17-08-2002,6500,,,,,,,,,0,none
Ba: Bo:,1209,Solaiman Textile Mills Ltd.,13-10-2000,4500,,,,,,,,,0,none
Ba: Bo:,1212,Saima Samira Textile mills Ltd,23-01-2022,4500,,,,,,,,,0,none
Ba: Bo:,1211,Azad Textile & Processing Mills,15-07-2012,7000,,,,,,,,,0,none
Ba: Bo:,1214,K D S Garments Industries Ltd.,22-06-2022,6000/-,,,,,,,,,0,none
Ba: Bo:,1215,Mass Fashion Ltd.,23-08-2008,2500,,,,,,,,,0,none
Ba: Bo:,1217,Ambar Apparels & Textiles Ltd.,13-07-1998,6500,,,,,,,,,0,none
Ba: Bo:,1218,Star Dying & Finishing Mills,20-07-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,1221,Fatulla Fabrics Ltd.,05-12-2004,6500,,,,,,,,,0,none
Ba: Bo:,1222,Fatulla Fabrics Ltd.,11-07-2016,7000,,,,,,,,,0,none
Ba: Bo:,1223,"M, S, Dying & Finishing Industries",27-09-2000,6500,,,,,,,,,0,none
Ba: Bo:,1224,Chittagong Knitware (Pvt.) Ltd.,01-08-2017,2500,,,,,,,,,0,none
Ba: Bo:,1225,Kachpur Dying & Printing Works,03-09-2000,4500,,,,,,,,,0,none
Ba: Bo:,1227,New Olimphia Textile Mills Ltd,15-02-2023,3500,,,,,,,,,0,none
Ba: Bo:,1226,Amex Kniting & Dying Industries Ltd.,09-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,1228,New Taton Knitware Co. Ltd.,20-05-2016,6500,,,,,,,,,0,none
Ba: Bo:,1230,Sojib Knitware & Garments Ltd.,23-04-2004,6000,,,,,,,,,0,none
Ba: Bo:,1231,Messures Shitol Textile Mills,15-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,1233,Topaj Garments Ltd.,30-11--0001,2500,,,,,,,,,0,none
Ba: Bo:,1236,Ero Kniting Tat Dying Ind: Ltd.,19-10-2005,6500,,,,,,,,,0,none
Ba: Bo:,1237,Horonbil Apparels Ltd.,30-11--0001,2500,,,,,,,,,0,none
Ba: Bo:,1242,Tithi Textile Mills (Pvt.) Ltd.,14-10-2000,3500,,,,,,,,,0,none
Ba: Bo:,1243,Naser Garments,11-01-1998,6000,,,,,,,,,0,none
